Page,Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/catalog/999-0011-oklahoma,"Digital Sanborn Maps (Black & White): Oklahoma, 1867-1970 - Big Ten Academic Alliance Geoportal",28,16,00:00:50,16,25.00%,39.29%,$0.00
/catalog/f88b67ddbee74ca198392bd76771a71e_1,"Urban Rural Demarcation Line: Baltimore County, Maryland - Big Ten Academic Alliance Geoportal",28,24,00:14:40,24,70.83%,85.71%,$0.00
/catalog/999-0011-indiana,"Digital Sanborn Maps (Black & White): Indiana, 1867-1970 - Big Ten Academic Alliance Geoportal",27,14,00:00:25,14,21.43%,37.04%,$0.00
/catalog/999-0011-alabama,"Digital Sanborn Maps (Black & White): Alabama, 1867-1970 - Big Ten Academic Alliance Geoportal",25,11,00:00:22,9,11.11%,28.00%,$0.00
/catalog/999-0011-missouri,"Digital Sanborn Maps (Black & White): Missouri, 1867-1970 - Big Ten Academic Alliance Geoportal",24,10,00:00:38,10,20.00%,29.17%,$0.00
/catalog/628267e2-45d5-4425-b96f-7d4866da2809,"A map of the Garden of Eden, before God destroy'd it with the flood. - Big Ten Academic Alliance Geoportal",23,19,00:03:11,19,73.68%,78.26%,$0.00
/catalog/999-0011-minnesota,"Digital Sanborn Maps (Black & White): Minnesota, 1867-1970 - Big Ten Academic Alliance Geoportal",23,15,00:00:21,14,57.14%,47.83%,$0.00
/catalog/999-0011-wisconsin,"Digital Sanborn Maps (Black & White): Wisconsin, 1867-1970 - Big Ten Academic Alliance Geoportal",23,13,00:01:11,13,15.38%,34.78%,$0.00
/catalog/0455d309-e4e9-473e-8c3f-b42a6a2e16fc,"Racial Covenants [Hennepin County, Minnesota] (1910-1955) - Big Ten Academic Alliance Geoportal",22,16,00:05:17,13,61.54%,63.64%,$0.00
/catalog/99-1400,Humanitarian Data Exchange - Big Ten Academic Alliance Geoportal,22,16,00:02:15,10,55.56%,40.91%,$0.00
/catalog/999-0011-arkansas,"Digital Sanborn Maps (Black & White): Arkansas, 1867-1970 - Big Ten Academic Alliance Geoportal",22,10,00:01:07,9,22.22%,45.45%,$0.00
/catalog/999-0011-connecticut,"Digital Sanborn Maps (Black & White): Connecticut, 1867-1970 - Big Ten Academic Alliance Geoportal",22,12,00:00:37,12,50.00%,40.91%,$0.00
/catalog/da578fc6-4c77-49b0-be4d-0cc8a2c9662f,"Aerial Photography: Burnett County, Wisconsin, 1938 - Big Ten Academic Alliance Geoportal",22,10,00:03:23,2,100.00%,31.82%,$0.00
/catalog/VAC3073-M-00255,Early routes of transportation - Big Ten Academic Alliance Geoportal,22,8,00:01:04,4,25.00%,13.64%,$0.00
/catalog/999-0011-florida,"Digital Sanborn Maps (Black & White): Florida, 1867-1970 - Big Ten Academic Alliance Geoportal",21,9,00:00:19,8,12.50%,28.57%,$0.00
/catalog/08d-02,"Sanborn Maps: Pennsylvania, 1884-1938 - Big Ten Academic Alliance Geoportal",20,13,00:00:48,12,16.67%,30.00%,$0.00
/catalog/999-0011-tennessee,"Digital Sanborn Maps (Black & White): Tennessee, 1867-1970 - Big Ten Academic Alliance Geoportal",20,12,00:00:33,11,54.55%,50.00%,$0.00
/catalog/ce0e894de6ad4874a4756275c8a0ecdb_18,Deer Firearm Units Boundary: Nebraska - Big Ten Academic Alliance Geoportal,20,19,00:03:38,19,89.47%,90.00%,$0.00
/catalog/88be737b-4fea-4f23-9433-a008ed6b18b5,10-year Stand Exam List MNDNR: Minnesota - Big Ten Academic Alliance Geoportal,19,12,00:01:15,0,0.00%,5.26%,$0.00
/catalog/999-0011-mississippi,"Digital Sanborn Maps (Black & White): Mississippi, 1867-1970 - Big Ten Academic Alliance Geoportal",19,8,00:00:41,8,37.50%,36.84%,$0.00
/catalog/a720f45ace884226a55065042264e0d1_3,"Evansville City Limits: Vanderburgh County, Indiana, United States - Big Ten Academic Alliance Geoportal",19,18,00:02:18,18,77.78%,89.47%,$0.00
/catalog/999-0010-california,Fire Insurance Maps Online (FIMo): California - Big Ten Academic Alliance Geoportal,18,9,00:01:26,0,0.00%,16.67%,$0.00
/catalog/999-0011-kansas,"Digital Sanborn Maps (Black & White): Kansas, 1867-1970 - Big Ten Academic Alliance Geoportal",18,6,00:01:15,5,20.00%,11.11%,$0.00
/catalog/ebffe52ede7c417395e562db037f0322_2,Mountain Lion Established Populations: State of Nebraska - Big Ten Academic Alliance Geoportal,18,10,00:00:29,0,0.00%,0.00%,$0.00
/catalog/f50d04b9-6bb3-4286-8258-e764df704d82,"Aerial Photography: Manitowoc County, Wisconsin, 1938 - Big Ten Academic Alliance Geoportal",18,7,00:03:01,3,0.00%,27.78%,$0.00
/catalog/07d-03,ICPSR (Inter-university Consortium for Political and Social Research) - Big Ten Academic Alliance Geoportal,17,10,00:03:52,5,40.00%,35.29%,$0.00
/catalog/8888-002,Research Guide to Sanborn Fire Insurance Maps - Big Ten Academic Alliance Geoportal,17,10,00:01:32,0,0.00%,17.65%,$0.00
/catalog/999-0010-michigan,Fire Insurance Maps Online (FIMo): Michigan - Big Ten Academic Alliance Geoportal,17,12,00:00:48,6,16.67%,17.65%,$0.00
/catalog/999-0011-arizona,"Digital Sanborn Maps (Black & White): Arizona, 1867-1970 - Big Ten Academic Alliance Geoportal",17,6,00:00:13,2,0.00%,11.76%,$0.00
/catalog/999-0011-colorado,"Digital Sanborn Maps (Black & White): Colorado, 1867-1970 - Big Ten Academic Alliance Geoportal",17,8,00:00:20,7,14.29%,35.29%,$0.00
/catalog/bc3a6edaab594f9a90737f2a2f9c9585_1,Trout and Salmon Inland Stream Regulation Types - BTRA Polygons: Michigan - Big Ten Academic Alliance Geoportal,17,14,00:00:53,2,50.00%,17.65%,$0.00
/catalog/e7006eefa0cb4611adb1b7acdba16951_6,"High Quality Habitat: Oakland County, Michigan, 2017 - Big Ten Academic Alliance Geoportal",17,9,00:01:28,1,0.00%,11.76%,$0.00
/catalog/01b-18163,"Evansville, Vanderburgh County, Indiana Open Data Collection - Big Ten Academic Alliance Geoportal",16,1,00:00:07,0,0.00%,0.00%,$0.00
/catalog/08a-01,PASDA: The Pennsylvania Geospatial Data Clearinghouse - Big Ten Academic Alliance Geoportal,16,13,00:00:10,0,0.00%,18.75%,$0.00
/catalog/19fe9c40-7dc3-4570-92d0-b3036054c955,Trout Natural Reproduction With Tributaries - Big Ten Academic Alliance Geoportal,16,11,00:00:20,1,0.00%,18.75%,$0.00
/catalog/34279173-9394-4712-a68e-628914f36fbf,"Fish Spawning Locations, Great Lakes Region 2017 - Big Ten Academic Alliance Geoportal",16,7,00:02:06,0,0.00%,12.50%,$0.00
/catalog/999-0010-oklahoma,Fire Insurance Maps Online (FIMo): Oklahoma - Big Ten Academic Alliance Geoportal,16,10,00:00:28,4,50.00%,25.00%,$0.00
/catalog/999-0010-washington,Fire Insurance Maps Online (FIMo): Washington - Big Ten Academic Alliance Geoportal,16,9,00:01:15,4,0.00%,25.00%,$0.00
/catalog/999-0011-pennsylvania,"Digital Sanborn Maps (Black & White): Pennsylvania, 1867-1970 - Big Ten Academic Alliance Geoportal",16,7,00:00:18,1,0.00%,0.00%,$0.00
/catalog/9ddd89b4-f429-4351-b0e4-5d4594e00019,"Map of Ham Lake Township: Township 32 N; Range 23 W of the 4th PM.; Page 19: Atlas and farmers' directory of Anoka County and eleven northern townships of Hennepin County, Minnesota, 1914 - Big Ten Academic Alliance Geoportal",16,13,00:11:30,12,75.00%,75.00%,$0.00
/catalog/VAC9619-001215,"N-36-13-B Василево (Haradok, Belarus) - Big Ten Academic Alliance Geoportal",16,2,00:01:54,0,0.00%,6.25%,$0.00
/catalog/10c71dbd91874c739cddd86d4d15d2f0_0,"Gun Offenders: City of Baltimore, Maryland - Big Ten Academic Alliance Geoportal",15,11,00:01:45,11,72.73%,66.67%,$0.00
/catalog/65fe67d3-75b6-41d2-a26c-27a898ec7bcc,"Aerial Photography: Dane County, Wisconsin, 1937 - Big Ten Academic Alliance Geoportal",15,8,00:07:28,1,100.00%,53.33%,$0.00
/catalog/783dc40e-dfe4-4c1b-87d8-28b90c3a51ea,"Bird Survey Grid, Great Lakes Region 2015 - Big Ten Academic Alliance Geoportal",15,8,00:02:57,0,0.00%,13.33%,$0.00
/catalog/e4e7f9576672425c96b7911a2fe0b92d_4,"Storm Sewer Structures: Indianapolis, Indiana - Big Ten Academic Alliance Geoportal",15,14,00:10:32,14,57.14%,86.67%,$0.00
/catalog/e53d0975504a4695b5a3051b463154d3,"Aerial Imagery: DuPage County, Illinois, 1956 - Big Ten Academic Alliance Geoportal",15,12,00:11:48,12,58.33%,80.00%,$0.00
/catalog/f5d56a84a22643c3884ece6ac825d8cb_15,BlueAlt Historic Structures Eligible Listed: Iowa - Big Ten Academic Alliance Geoportal,15,1,00:00:27,0,0.00%,0.00%,$0.00
/catalog/01d-03-50k,Index Map: 50k scale; Russian Military Topographic Map Collection - Big Ten Academic Alliance Geoportal,14,12,00:01:07,1,100.00%,14.29%,$0.00
/catalog/2c3f42d0-a60a-4258-b74a-1551b57825e9,"Aerial Photography: Polk County, Wisconsin, 1938 - Big Ten Academic Alliance Geoportal",14,8,00:04:03,2,50.00%,28.57%,$0.00
/catalog/659628d0-4650-4035-9d61-787c10b89f15,Eastern Brook Trout Joint Venture: Pennsylvania - Big Ten Academic Alliance Geoportal,14,7,00:01:19,1,0.00%,7.14%,$0.00
/catalog/efad5e63-adc3-42bb-9893-b41d3e2a79f0,"Aerial Photography: Milwaukee County, Wisconsin, 1937 - Big Ten Academic Alliance Geoportal",14,5,00:03:11,1,0.00%,14.29%,$0.00
/catalog/p16022coll245:198,General plan for the improvement of Minnehaha Parkway - Big Ten Academic Alliance Geoportal,14,9,00:04:30,7,37.50%,50.00%,$0.00
/catalog/01d-03-25k,Index Map: 25k scale; Russian Military Topographic Map Collection - Big Ten Academic Alliance Geoportal,13,9,00:00:43,5,50.00%,30.77%,$0.00
/catalog/209f2ea6b146475d91bef53422a019fc_2,Wetlands - Wetlands (National Wetlands Inventory): Maryland - Big Ten Academic Alliance Geoportal,13,8,00:01:07,0,0.00%,7.69%,$0.00
/catalog/3857f86e-ad39-48f6-93a5-4af54cd85efc,"Stocked Trout Waters (Flowing Waters): Pennsylvania, 2019 - Big Ten Academic Alliance Geoportal",13,8,00:00:16,0,0.00%,0.00%,$0.00
/catalog/3b86ee4d-95e0-440a-ab2e-5237b56a8d84,Big Ten Academic Alliance Geoportal,13,1,00:00:46,1,0.00%,7.69%,$0.00
/catalog/4d499b5d1c664372a1c0c66a3752bb3a_0,Carpool Lots: Michigan - Big Ten Academic Alliance Geoportal,13,13,00:00:05,12,100.00%,92.31%,$0.00
/catalog/4d8468466a6c49048fa30b7994aa3e4c_5,"School District Boundaries: Franklin County, Ohio - Big Ten Academic Alliance Geoportal",13,10,00:02:33,10,50.00%,76.92%,$0.00
/catalog/999-0010-new-jersey,Fire Insurance Maps Online (FIMo): New Jersey - Big Ten Academic Alliance Geoportal,13,6,00:00:14,1,100.00%,7.69%,$0.00
/catalog/999-0011-washington,"Digital Sanborn Maps (Black & White): Washington, 1867-1970 - Big Ten Academic Alliance Geoportal",13,9,00:00:21,6,66.67%,38.46%,$0.00
/catalog/a-b-d-local-government-open-data,State and Local Government Open Geospatial Data - Big Ten Academic Alliance Geoportal,13,6,00:01:05,0,0.00%,7.69%,$0.00
/catalog/ark-85335-m5hx1733z,"Plat book of Ontonagon County, Michigan - Big Ten Academic Alliance Geoportal",13,11,00:01:17,11,45.45%,61.54%,$0.00
/catalog/bbaef06e8a9c4ca1ba0fee6e6dca33a8_18,"Future Land Use: Dublin, Ohio - Big Ten Academic Alliance Geoportal",13,2,00:02:52,0,0.00%,7.69%,$0.00
/catalog/1caa354a-c15d-434c-b6d6-bb2e1d28bed1,"Aviation Policy District Outlines: Prince George's County, Maryland - Big Ten Academic Alliance Geoportal",12,5,00:00:46,5,60.00%,41.67%,$0.00
/catalog/51751a80-781f-4957-b94b-a3ffdf30a064,"Aerial Photography: Douglas County, Wisconsin, 1938 - Big Ten Academic Alliance Geoportal",12,8,00:04:16,6,83.33%,58.33%,$0.00
/catalog/999-0011-geo,"Georeferenced Sanborn Maps: Selected Cities & States, 1867-1970 - Big Ten Academic Alliance Geoportal",12,10,00:00:29,9,66.67%,75.00%,$0.00
/catalog/99b3c27bd92a440b8cdb85dba088e403_21,Study Area Nest bald eagle T2014 dt: Iowa - Big Ten Academic Alliance Geoportal,12,5,00:00:25,0,0.00%,0.00%,$0.00
/catalog/a0597cc724694bbe8e40d2a91b080503_0,"Topographic Contours, 10-foot: Summit County, Ohio, 2017 - Big Ten Academic Alliance Geoportal",12,10,00:05:13,10,50.00%,83.33%,$0.00
/catalog/b3baae43-3411-467c-8add-8fc066bdcfdb,"American Indian Reservation Boundaries: Minnesota, 2010 - Big Ten Academic Alliance Geoportal",12,4,00:02:00,1,0.00%,8.33%,$0.00
/catalog/caa697dac1944713bf5f9f7e17fdc0c5_6,"Streams of Cook County: Cook County, Illinois - Big Ten Academic Alliance Geoportal",12,4,00:01:09,0,0.00%,16.67%,$0.00
/catalog/d7ac44b717344477b7f3433499f97a3d,"Historic Aerial Photography: Harford County, Maryland, 1964 - Big Ten Academic Alliance Geoportal",12,9,00:05:53,9,0.00%,66.67%,$0.00
/catalog/eda97d31-4ad1-4858-9546-3868cdd2b090,"Cold Water Threat, Great Lakes Region 2017 - Big Ten Academic Alliance Geoportal",12,3,00:00:41,0,0.00%,0.00%,$0.00
/catalog/01c-02,"Indianapolis, Indiana Open Data Collection - Big Ten Academic Alliance Geoportal",11,1,00:00:47,0,0.00%,0.00%,$0.00
/catalog/01d-03-100k,Index Map: 100k scale; Russian Military Topographic Map Collection - Big Ten Academic Alliance Geoportal,11,6,00:04:12,3,66.67%,27.27%,$0.00
/catalog/03a-02,IowaDOT Open Data - Big Ten Academic Alliance Geoportal,11,5,00:01:02,0,0.00%,9.09%,$0.00
/catalog/04c-02,City of Baltimore GIS Open Data - Big Ten Academic Alliance Geoportal,11,7,00:00:14,0,0.00%,9.09%,$0.00
/catalog/05d-10,National Historical GIS - Big Ten Academic Alliance Geoportal,11,7,00:01:30,1,0.00%,27.27%,$0.00
/catalog/06028e0343764fcb9370dc5a4bf53dc7_1,Dams: Nebraska - Big Ten Academic Alliance Geoportal,11,6,00:01:05,1,0.00%,0.00%,$0.00
/catalog/119adfeb82b64f8083d1e0516f5579e0_6,Local Wetland Ordinances [State of Michigan] - Big Ten Academic Alliance Geoportal,11,5,00:01:06,0,0.00%,0.00%,$0.00
/catalog/11a-01,GEOhio Spatial Data Discovery Portal - Big Ten Academic Alliance Geoportal,11,7,00:01:21,0,0.00%,9.09%,$0.00
/catalog/11b-39045,"GIS Data Downloads for Fairfield County Auditor's Office, Ohio - Big Ten Academic Alliance Geoportal",11,6,00:01:02,5,80.00%,45.45%,$0.00
/catalog/27d54e5d-c6fa-4efe-bb40-d83070a6c477,"Aerial Photography: Fond du Lac County, Wisconsin, 1937 - Big Ten Academic Alliance Geoportal",11,5,00:02:09,0,0.00%,9.09%,$0.00
/catalog/3945542d14684f14aa7eba17ed12cd56_0,MT Lion Hunting Zones: State of Nebraska - Big Ten Academic Alliance Geoportal,11,7,00:02:15,0,0.00%,0.00%,$0.00
/catalog/39a51eef0c0f4248884802948478411f_0,"Flood Hazard Areas: Stark County, Ohio - Big Ten Academic Alliance Geoportal",11,9,00:02:12,9,11.11%,72.73%,$0.00
/catalog/5fb58225a6fd47f9840f15d73aed8864_0,Mule Deer Conservation Areas and Protection Zones in Nebraska: State of Nebraska - Big Ten Academic Alliance Geoportal,11,8,00:01:02,3,100.00%,27.27%,$0.00
/catalog/7298a44d-5d28-49ea-8af7-3b06695935ac,Bear Harvest: Minnesota - Big Ten Academic Alliance Geoportal,11,8,00:01:34,1,0.00%,18.18%,$0.00
/catalog/96c295e95f48497f9b76bae1b577c17d_2,Tract: Esri - Big Ten Academic Alliance Geoportal,11,2,00:02:33,0,0.00%,0.00%,$0.00
/catalog/999-0010-illinois,Fire Insurance Maps Online (FIMo): Illinois - Big Ten Academic Alliance Geoportal,11,7,00:00:25,0,0.00%,0.00%,$0.00
/catalog/999-0010-missouri,Fire Insurance Maps Online (FIMo): Missouri - Big Ten Academic Alliance Geoportal,11,7,00:00:34,3,66.67%,27.27%,$0.00
/catalog/999-0011-north-carolina,"Digital Sanborn Maps (Black & White): North Carolina, 1867-1970 - Big Ten Academic Alliance Geoportal",11,7,00:00:20,6,16.67%,36.36%,$0.00
/catalog/c7074054e2324e5cbd5688766789b4eb_0,511: Illinois Flooding: Iowa - Big Ten Academic Alliance Geoportal,11,4,00:02:29,0,0.00%,9.09%,$0.00
/catalog/ebc36104-9a44-45a6-931d-1f435cff50d7,"08S 20W - Survey Map of Three Oaks Township, Berrien County: Michigan - Big Ten Academic Alliance Geoportal",11,4,00:00:37,1,0.00%,0.00%,$0.00
/catalog/VAC9619-000431,"N-35-12-Б 1937 Езерище (Jeziaryshcha, Belarus) - Big Ten Academic Alliance Geoportal",11,3,00:01:04,1,0.00%,18.18%,$0.00
/catalog/VAC9619-000480,"N-35-24-Г Городок (Haradok, Belarus) - Big Ten Academic Alliance Geoportal",11,2,00:00:29,0,0.00%,0.00%,$0.00
/catalog/,Big Ten Academic Alliance Geoportal,10,5,00:00:30,2,0.00%,0.00%,$0.00
/catalog/01b-18163-website,"Evansville, Vanderburgh County Open Data Portal - Big Ten Academic Alliance Geoportal",10,1,00:00:07,0,0.00%,0.00%,$0.00
/catalog/5acdd0bf-8de4-46c0-820f-92780ed19a7d,State Designated Trout Streams: Minnesota - Big Ten Academic Alliance Geoportal,10,9,00:02:38,0,0.00%,10.00%,$0.00
/catalog/6c8594d5-0256-4871-bb85-151044c0525b,"Forest Health Survey: Minnesota, 2017 - Big Ten Academic Alliance Geoportal",10,4,00:07:01,0,0.00%,20.00%,$0.00
/catalog/7D5C3892-CB6F-4B39-8297-1631B1CF2DE4,"Deer Management Units, Zones, and Metro Subunits 2018 - Big Ten Academic Alliance Geoportal",10,2,00:03:32,0,0.00%,0.00%,$0.00
/catalog/999-0010-georgia,Fire Insurance Maps Online (FIMo): Georgia - Big Ten Academic Alliance Geoportal,10,6,00:00:11,0,0.00%,0.00%,$0.00
/catalog/999-0010-texas,Fire Insurance Maps Online (FIMo): Texas - Big Ten Academic Alliance Geoportal,10,6,00:00:09,1,0.00%,10.00%,$0.00
/catalog/a87f87ba21134a5f834c4a8f45868789_0,Confined Feeding Operation Facilities: Indiana (Web Map Service) - Big Ten Academic Alliance Geoportal,10,8,00:04:14,8,50.00%,80.00%,$0.00
/catalog/a99dbc57-cd44-4dda-b820-ef75d8f48a8b,Wilderness Trout Streams: Pennsylvania - Big Ten Academic Alliance Geoportal,10,6,00:00:08,0,0.00%,0.00%,$0.00
/catalog/b0a0e308-a45d-490e-b156-4ae538dfc618,"Standard Atlas of Cherokee County, Iowa, 1907 - Big Ten Academic Alliance Geoportal",10,1,00:00:49,0,0.00%,10.00%,$0.00
/catalog/bbb12fbab3154b19803715b6ee561939_35,Public Hunting Areas: Nebraska - Big Ten Academic Alliance Geoportal,10,9,00:18:49,9,88.89%,90.00%,$0.00
/catalog/c3a5217d22d94e6f9d30a0964395cf89_8,303(d) Impaired Lakes - Listed - Big Ten Academic Alliance Geoportal,10,8,00:00:26,1,0.00%,10.00%,$0.00
/catalog/c7de80dd473d440e98ab3acb611e7d64_2,24k Hydro Flowlines (Rivers/Streams) - Big Ten Academic Alliance Geoportal,10,7,00:00:44,0,0.00%,0.00%,$0.00
/catalog/DD1D39F2-96D3-4739-ACCE-5D15A26D4FFD,"Classified Trout Streams: Wisconsin, 2020 - Big Ten Academic Alliance Geoportal",10,9,00:00:18,0,0.00%,0.00%,$0.00
/catalog/DD73C959-3043-46F3-818F-6B211A56A177,"National Forests, Wisconsin 2013 - Big Ten Academic Alliance Geoportal",10,4,00:03:40,1,50.00%,20.00%,$0.00
/catalog/e8fbcd94-fdeb-4ec5-8c32-2060ee178f78,"British Columbia Kamloops sheet, geologically coloured; compiled and drawn by James McEvoy B.A.Sc. - Big Ten Academic Alliance Geoportal",10,8,00:04:31,7,71.43%,60.00%,$0.00
/catalog/ef7b9c09-6fb3-4d66-bf7e-f4fb02d0534f,"1:24,000 - 7.5 minute digital elevation models (DEM) for Virginia (30 meter) - Big Ten Academic Alliance Geoportal",10,6,00:02:31,6,33.33%,60.00%,$0.00
/catalog/f950c8c4-f9d8-498c-8b70-d511585e2eca,DNR Hydrography - Stream Trout Lakes: Minnesota - Big Ten Academic Alliance Geoportal,10,9,00:01:06,0,0.00%,0.00%,$0.00
/catalog/harvard-nhgis-pop1860,"Historic County Boundaries and Total Population: United States, 1860 - Big Ten Academic Alliance Geoportal",10,3,00:00:15,3,0.00%,20.00%,$0.00
/catalog/04f-03,Prince George's County GIS Open Data - Big Ten Academic Alliance Geoportal,9,7,00:00:07,0,0.00%,11.11%,$0.00
/catalog/09d-02,"Purdue Campus Maps: West Lafayette, Indiana, 1890-2014 - Big Ten Academic Alliance Geoportal",9,5,00:00:11,1,100.00%,22.22%,$0.00
/catalog/11b-39133,"GIS Data Downloads for Portage County, Ohio - Big Ten Academic Alliance Geoportal",9,6,00:00:40,6,33.33%,66.67%,$0.00
/catalog/2a8ef3fe-e379-4833-ae51-a9e825e6ea63,Wildfires Tracked by Minnesota DNR: Minnesota - Big Ten Academic Alliance Geoportal,9,7,00:02:40,0,0.00%,22.22%,$0.00
/catalog/2c84962990194941b5dbe49921aa95f6_1,"Voting Precincts: Stark County, Ohio - Big Ten Academic Alliance Geoportal",9,7,00:06:00,7,57.14%,66.67%,$0.00
/catalog/31f1f67253074ef9afe46cd905bff07a_1,24k Hydro Waterbodies (Open Water) - Big Ten Academic Alliance Geoportal,9,8,00:00:32,0,0.00%,11.11%,$0.00
/catalog/3a027eeb87224144be6c4a4c9bd9aa84_7,303(d) Impaired Rivers and Streams - Listed - Big Ten Academic Alliance Geoportal,9,7,00:00:26,0,0.00%,11.11%,$0.00
/catalog/3a36a334-c792-462e-93f7-c152fbb67961,"British Columbia Kamloops sheet, topography, economic minerals, & glacial striae; compiled and drawn by James McEvoy B.A.Sc. - Big Ten Academic Alliance Geoportal",9,7,00:14:05,2,100.00%,77.78%,$0.00
/catalog/6cae1162da014d84a120bf4992839808_1,Land Use Land Cover - Land Use Land Cover 2010: Maryland - Big Ten Academic Alliance Geoportal,9,7,00:00:20,1,100.00%,11.11%,$0.00
/catalog/7775c9d441ac43328e5611d9fd56da7d_4,"City Limits: Sioux Falls, South Dakota - Big Ten Academic Alliance Geoportal",9,8,00:09:31,8,50.00%,77.78%,$0.00
/catalog/999-0010-massachusetts,Fire Insurance Maps Online (FIMo): Massachusetts - Big Ten Academic Alliance Geoportal,9,6,00:00:16,0,0.00%,0.00%,$0.00
