Page,Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/catalog/999-0011-georgia,"Digital Sanborn Maps (Black & White): Georgia, 1867-1970 - Big Ten Academic Alliance Geoportal",19,9,00:00:18,9,33.33%,36.84%,$0.00
/catalog/999-0011-rhode-island,"Digital Sanborn Maps (Black & White): Rhode Island, 1867-1970 - Big Ten Academic Alliance Geoportal",19,10,00:00:21,8,37.50%,26.32%,$0.00
/catalog/adbb63799c9944ed9ae3cf82bd8f2fd5_3,"Topography 2 Foot Contours: Washington, D.C. - Big Ten Academic Alliance Geoportal",19,13,00:06:19,12,41.67%,63.16%,$0.00
/catalog/9ca1b93c7e5c4a63876b64e9257d6d0f_2,"FEMA Flood Insurance Rate Map Panels: Summit County, Ohio, 2009 - Big Ten Academic Alliance Geoportal",18,12,00:02:08,12,33.33%,55.56%,$0.00
/catalog/04c-02,City of Baltimore GIS Open Data - Big Ten Academic Alliance Geoportal,17,15,00:00:30,0,0.00%,17.65%,$0.00
/catalog/08b-42133,"York County, PA GIS Open Data Portal - Big Ten Academic Alliance Geoportal",17,1,00:01:35,1,0.00%,0.00%,$0.00
/catalog/999-0011-minnesota,"Digital Sanborn Maps (Black & White): Minnesota, 1867-1970 - Big Ten Academic Alliance Geoportal",17,13,00:01:24,11,18.18%,35.29%,$0.00
/catalog/999-0011-oklahoma,"Digital Sanborn Maps (Black & White): Oklahoma, 1867-1970 - Big Ten Academic Alliance Geoportal",17,9,00:00:22,9,22.22%,29.41%,$0.00
/catalog/faae32ac959346bbace7cf6fea0c3319_0,Municipal Separate Storm Sewer System (MS4) Areas - Regulated: Ohio - Big Ten Academic Alliance Geoportal,17,13,00:08:38,13,23.08%,70.59%,$0.00
/catalog/VAC3073-M-00712,Map of the city of Gary and vicinity - Big Ten Academic Alliance Geoportal,17,10,00:08:25,10,30.00%,52.94%,$0.00
/catalog/01d-03,Russian Military Topographic Map Collection - Big Ten Academic Alliance Geoportal,16,12,00:00:15,5,60.00%,25.00%,$0.00
/catalog/04f-03,Prince George's County GIS Open Data - Big Ten Academic Alliance Geoportal,16,11,00:00:12,0,0.00%,12.50%,$0.00
/catalog/999-0010-west-virginia,Fire Insurance Maps Online (FIMo): West Virginia - Big Ten Academic Alliance Geoportal,16,7,00:00:18,0,0.00%,6.25%,$0.00
/catalog/999-0011-maine,"Digital Sanborn Maps (Black & White): Maine, 1867-1970 - Big Ten Academic Alliance Geoportal",16,4,00:01:44,4,25.00%,25.00%,$0.00
/catalog/e3a5e871-9ba6-44da-8366-2f4186e4df82,"Functional Class Roads - Existing: Twin Cities Metropolitan Area, Minnesota - Big Ten Academic Alliance Geoportal",16,10,00:11:22,10,36.36%,50.00%,$0.00
/catalog/044A3692-9198-4DF4-9F8B-58997B57A5FE,"County Boundaries, Wisconsin 2015 - Big Ten Academic Alliance Geoportal",15,7,00:00:54,0,0.00%,20.00%,$0.00
/catalog/628267e2-45d5-4425-b96f-7d4866da2809,"A map of the Garden of Eden, before God destroy'd it with the flood. - Big Ten Academic Alliance Geoportal",15,14,00:00:12,13,92.31%,86.67%,$0.00
/catalog/9836-hg6k,"Building Footprints: Baltimore, Maryland - Big Ten Academic Alliance Geoportal",15,5,00:00:34,4,0.00%,33.33%,$0.00
/catalog/999-0011-mississippi,"Digital Sanborn Maps (Black & White): Mississippi, 1867-1970 - Big Ten Academic Alliance Geoportal",15,7,00:00:16,6,0.00%,33.33%,$0.00
/catalog/CB2D6C12-BFFF-4DC8-853A-EB512E93DC47,"1990-2000 Election Data (with 2020 Wards) Wisconsin, 2020 - Big Ten Academic Alliance Geoportal",15,5,00:03:16,0,0.00%,6.67%,$0.00
/catalog/05b-27005,Becker County GIS Data Downloads - Big Ten Academic Alliance Geoportal,14,4,00:00:16,2,0.00%,0.00%,$0.00
/catalog/05d-p16022coll246,Ames Library of South Asia Maps - Big Ten Academic Alliance Geoportal,14,8,00:00:45,3,0.00%,0.00%,$0.00
/catalog/11b-39097,"GIS Data Downloads for Madison County, Ohio - Big Ten Academic Alliance Geoportal",14,7,00:03:22,6,66.67%,50.00%,$0.00
/catalog/29be23961c2b46d3821a76bb7eb6f560_59,"Fire Hydrants: Centre County, Pennsylvania - Big Ten Academic Alliance Geoportal",14,13,00:12:59,12,83.33%,92.86%,$0.00
/catalog/999-0011-arkansas,"Digital Sanborn Maps (Black & White): Arkansas, 1867-1970 - Big Ten Academic Alliance Geoportal",14,6,00:00:10,6,33.33%,28.57%,$0.00
/catalog/ark-85335-m5hx1733z,"Plat book of Ontonagon County, Michigan - Big Ten Academic Alliance Geoportal",14,10,00:00:44,10,60.00%,71.43%,$0.00
/catalog/d7ac44b717344477b7f3433499f97a3d,"Historic Aerial Photography: Harford County, Maryland, 1964 - Big Ten Academic Alliance Geoportal",13,9,00:00:51,9,0.00%,61.54%,$0.00
/catalog/d8f1bdef5f3147489e835c07a18113f6,500-Year Floodplain: State of Indiana - Big Ten Academic Alliance Geoportal,13,4,00:01:32,2,0.00%,15.38%,$0.00
/catalog/01d-04,Hoosier Resilience Index: Indiana - Big Ten Academic Alliance Geoportal,12,4,00:01:40,2,0.00%,0.00%,$0.00
/catalog/04b-24003,Anne Arundel County GIS Data - Big Ten Academic Alliance Geoportal,12,8,00:00:33,0,0.00%,8.33%,$0.00
/catalog/08a-01,PASDA: The Pennsylvania Geospatial Data Clearinghouse - Big Ten Academic Alliance Geoportal,12,11,00:00:14,1,100.00%,58.33%,$0.00
/catalog/70e623912f8048f5a536ca7a0ababc6f_17,"Contours 1ft Area 18: Cook County, Illinois, 2008 - Big Ten Academic Alliance Geoportal",12,1,00:04:24,0,0.00%,0.00%,$0.00
/catalog/88be737b-4fea-4f23-9433-a008ed6b18b5,10-year Stand Exam List MNDNR: Minnesota - Big Ten Academic Alliance Geoportal,12,11,00:00:18,2,0.00%,25.00%,$0.00
/catalog/999-0010-california,Fire Insurance Maps Online (FIMo): California - Big Ten Academic Alliance Geoportal,12,8,00:01:54,3,33.33%,33.33%,$0.00
/catalog/a7d61b0a-73cc-475d-b069-5270ddf7867f,Plan de Paris - Big Ten Academic Alliance Geoportal,12,10,00:15:43,10,60.00%,83.33%,$0.00
/catalog/05d-01,John R. Borchert Map Library - Big Ten Academic Alliance Geoportal,11,7,00:02:49,0,0.00%,18.18%,$0.00
/catalog/06b-26005,Allegan County GIS Data Library - Big Ten Academic Alliance Geoportal,11,5,00:02:17,0,0.00%,0.00%,$0.00
/catalog/08b-42003,Allegheny County GIS Open Data - Big Ten Academic Alliance Geoportal,11,6,00:02:03,1,0.00%,0.00%,$0.00
/catalog/11b-39021,"GIS Data Downloads for Champaign County, Ohio - Big Ten Academic Alliance Geoportal",11,3,00:02:42,2,0.00%,9.09%,$0.00
/catalog/322ee79b35f748869974ec661bd04bbc_178,"Contours: Indianapolis and Marion County, Indiana, 2016 - Big Ten Academic Alliance Geoportal",11,4,00:00:53,4,25.00%,27.27%,$0.00
/catalog/999-0010-florida,Fire Insurance Maps Online (FIMo): Florida - Big Ten Academic Alliance Geoportal,11,6,00:00:14,4,50.00%,27.27%,$0.00
/catalog/bc32f3f647ba4b4eacd9dff2a436705d_7,"BFE: City of Baltimore, Maryland - Big Ten Academic Alliance Geoportal",11,10,00:10:46,10,90.00%,90.91%,$0.00
/catalog/ce0e894de6ad4874a4756275c8a0ecdb_18,Deer Firearm Units Boundary: Nebraska - Big Ten Academic Alliance Geoportal,11,10,00:00:18,10,90.00%,90.91%,$0.00
/catalog/0455d309-e4e9-473e-8c3f-b42a6a2e16fc,"Racial Covenants [Hennepin County, Minnesota] (1910-1955) - Big Ten Academic Alliance Geoportal",10,3,00:01:19,2,100.00%,30.00%,$0.00
/catalog/05a-03,General Land Office Township Plats: Minnesota - Big Ten Academic Alliance Geoportal,10,7,00:00:58,0,0.00%,0.00%,$0.00
/catalog/999-0010-michigan,Fire Insurance Maps Online (FIMo): Michigan - Big Ten Academic Alliance Geoportal,10,5,00:00:20,1,0.00%,20.00%,$0.00
/catalog/999-0010-washington,Fire Insurance Maps Online (FIMo): Washington - Big Ten Academic Alliance Geoportal,10,3,00:00:15,2,0.00%,0.00%,$0.00
/catalog/999-0011-connecticut,"Digital Sanborn Maps (Black & White): Connecticut, 1867-1970 - Big Ten Academic Alliance Geoportal",10,5,00:00:15,5,0.00%,20.00%,$0.00
/catalog/999-0011-oregon,"Digital Sanborn Maps (Black & White): Oregon, 1867-1970 - Big Ten Academic Alliance Geoportal",10,2,00:00:44,2,0.00%,10.00%,$0.00
/catalog/999-0011-washington,"Digital Sanborn Maps (Black & White): Washington, 1867-1970 - Big Ten Academic Alliance Geoportal",10,6,00:02:45,5,40.00%,50.00%,$0.00
/catalog/a0597cc724694bbe8e40d2a91b080503_0,"Topographic Contours, 10-foot: Summit County, Ohio, 2017 - Big Ten Academic Alliance Geoportal",10,6,00:05:05,5,40.00%,40.00%,$0.00
/catalog/ff0af920c18e4aa78459137b6efcd3d3_15,"Facet Grid, Franklin County: Dublin, Ohio - Big Ten Academic Alliance Geoportal",10,10,00:00:00,10,63.64%,100.00%,$0.00
/catalog/11b-39003,Allen County GIS Data Download Page - Big Ten Academic Alliance Geoportal,9,5,00:00:29,0,0.00%,0.00%,$0.00
/catalog/11b-39011,"Auglaize County, Ohio GIS Open Data Downloads - Big Ten Academic Alliance Geoportal",9,6,00:02:12,5,40.00%,44.44%,$0.00
/catalog/1a42589e-a557-49e1-98f6-ad7d50c95ebd,"Impervious Surface: Anne Arundel County, Maryland, 2011 - Big Ten Academic Alliance Geoportal",9,4,00:00:48,4,25.00%,11.11%,$0.00
/catalog/2b0a357ebb564f6eb94d307741cf5e1c_9,"Building Restriction Lines: Washington, D.C. - Big Ten Academic Alliance Geoportal",9,7,00:08:01,7,57.14%,77.78%,$0.00
/catalog/4d499b5d1c664372a1c0c66a3752bb3a_0,Carpool Lots: Michigan - Big Ten Academic Alliance Geoportal,9,9,00:00:00,9,88.89%,100.00%,$0.00
/catalog/7775c9d441ac43328e5611d9fd56da7d_4,"City Limits: Sioux Falls, South Dakota - Big Ten Academic Alliance Geoportal",9,9,00:00:00,9,100.00%,100.00%,$0.00
/catalog/8888-002,Research Guide to Sanborn Fire Insurance Maps - Big Ten Academic Alliance Geoportal,9,6,00:02:14,0,0.00%,11.11%,$0.00
/catalog/999-0004-110,Nielsen Scarborough Survey Data (SimplyAnalytics) - Big Ten Academic Alliance Geoportal,9,7,00:01:56,7,71.43%,77.78%,$0.00
/catalog/999-0010-maryland,Fire Insurance Maps Online (FIMo): Maryland - Big Ten Academic Alliance Geoportal,9,6,00:00:14,5,80.00%,44.44%,$0.00
/catalog/all-relationships,All Relationships - Big Ten Academic Alliance Geoportal,9,2,00:01:43,2,50.00%,11.11%,$0.00
/catalog/D-academic-institutions-geospatial-data,Academic Libraries Geospatial Data - Big Ten Academic Alliance Geoportal,9,4,00:01:16,1,100.00%,11.11%,$0.00
/catalog/d46dc07fbff345818649bae861accada,100-Year Floodplain: State of Indiana - Big Ten Academic Alliance Geoportal,9,4,00:00:10,0,0.00%,0.00%,$0.00
/catalog/e068dbf331cd4782b3248f75a88e2876_0,"311 Customer Service Request Spatialized: City of Baltimore, Maryland [2021] - Big Ten Academic Alliance Geoportal",9,8,00:03:18,7,100.00%,77.78%,$0.00
/catalog/e4e7f9576672425c96b7911a2fe0b92d_4,"Storm Sewer Structures: Indianapolis, Indiana - Big Ten Academic Alliance Geoportal",9,9,00:03:45,9,50.00%,88.89%,$0.00
/catalog/01b-18057,Hamilton County GIS Portal Data Downloads - Big Ten Academic Alliance Geoportal,8,5,00:00:12,5,60.00%,50.00%,$0.00
/catalog/0455d309-e4e9-473e-8c3f-b42a6a2e16fc,"Racial Covenants [Hennepin County, Minnesota) - Big Ten Academic Alliance Geoportal",8,4,00:04:15,2,0.00%,0.00%,$0.00
/catalog/05d-03,University of Minnesota Digital Conservancy DRUM - Big Ten Academic Alliance Geoportal,8,4,00:00:14,0,0.00%,25.00%,$0.00
/catalog/10d-01,WisconsinView - Big Ten Academic Alliance Geoportal,8,6,00:00:27,0,0.00%,12.50%,$0.00
/catalog/10d-03,GeoData@Wisconsin - Big Ten Academic Alliance Geoportal,8,5,00:01:53,0,0.00%,12.50%,$0.00
/catalog/11a-01,GeOhio - Big Ten Academic Alliance Geoportal,8,2,00:01:21,0,0.00%,0.00%,$0.00
/catalog/11b-39045,"GIS Data Downloads for Fairfield County Auditor's Office, Ohio - Big Ten Academic Alliance Geoportal",8,5,00:02:32,3,0.00%,25.00%,$0.00
/catalog/11b-39153,Summit County GIS Data - Big Ten Academic Alliance Geoportal,8,3,00:00:07,0,0.00%,0.00%,$0.00
/catalog/4d78a9a6be3c44688e25fbfb2c77db70_0,"Contours 10ft: Baltimore, Maryland - Big Ten Academic Alliance Geoportal",8,1,00:01:46,1,0.00%,0.00%,$0.00
/catalog/5d21af8e-8372-4c5d-af90-330b142c4643,Mine Maps: Pennsylvania - Big Ten Academic Alliance Geoportal,8,6,00:01:11,5,80.00%,75.00%,$0.00
/catalog/7cb9ba43-8d6c-4048-8f8a-02648d4e6f1f,Folklore Music Map of the United States - Big Ten Academic Alliance Geoportal,8,7,00:09:30,5,60.00%,62.50%,$0.00
/catalog/999-0010-massachusetts,Fire Insurance Maps Online (FIMo): Massachusetts - Big Ten Academic Alliance Geoportal,8,5,00:00:17,1,0.00%,25.00%,$0.00
/catalog/999-0010-virginia,Fire Insurance Maps Online (FIMo): Virginia - Big Ten Academic Alliance Geoportal,8,7,00:00:20,0,0.00%,0.00%,$0.00
/catalog/a720f45ace884226a55065042264e0d1_4,"Darmstadt City Limits: Vanderburgh County, Indiana, United States - Big Ten Academic Alliance Geoportal",8,4,00:06:39,4,50.00%,50.00%,$0.00
/catalog/04b-24005,Baltimore County Open Data Portal - Big Ten Academic Alliance Geoportal,7,5,00:00:09,0,0.00%,28.57%,$0.00
/catalog/05a-01,Minnesota Geospatial Commons - Big Ten Academic Alliance Geoportal,7,4,00:00:59,1,0.00%,28.57%,$0.00
/catalog/05b-27003,Anoka County GIS Data Downloads - Big Ten Academic Alliance Geoportal,7,4,00:00:17,0,0.00%,0.00%,$0.00
/catalog/07c-02,Ann Arbor Data Catalog - Big Ten Academic Alliance Geoportal,7,5,00:01:04,1,100.00%,14.29%,$0.00
/catalog/10c71dbd91874c739cddd86d4d15d2f0_0,"Gun Offenders: City of Baltimore, Maryland - Big Ten Academic Alliance Geoportal",7,7,00:01:16,7,71.43%,85.71%,$0.00
/catalog/11b-39009,Athens County GIS Data - Big Ten Academic Alliance Geoportal,7,5,00:00:02,1,100.00%,14.29%,$0.00
/catalog/3f9593d4bfb343d28ebf76e6b1c09676_0,511: Illinois (Line) Flooding: Iowa - Big Ten Academic Alliance Geoportal,7,1,00:01:05,0,0.00%,0.00%,$0.00
/catalog/4d80f008-f1fb-4ee1-83b3-905769397f41,Digital Orthophoto (DOQQ - quarter-quadrangle) for Virginia - Big Ten Academic Alliance Geoportal,7,4,00:09:52,4,25.00%,57.14%,$0.00
/catalog/708e109a88ae43b781f8dc6d22d1253e_0,"Lakes and Ponds [DuPage County, Illinois] - Big Ten Academic Alliance Geoportal",7,1,00:05:11,0,0.00%,14.29%,$0.00
/catalog/999-0010-maine,Fire Insurance Maps Online (FIMo): Maine - Big Ten Academic Alliance Geoportal,7,3,00:00:35,0,0.00%,0.00%,$0.00
/catalog/999-0010-north-carolina,Fire Insurance Maps Online (FIMo): North Carolina - Big Ten Academic Alliance Geoportal,7,4,00:00:17,0,0.00%,14.29%,$0.00
/catalog/999-0011-arizona,"Digital Sanborn Maps (Black & White): Arizona, 1867-1970 - Big Ten Academic Alliance Geoportal",7,5,00:00:07,2,0.00%,14.29%,$0.00
/catalog/999-0011-louisiana,"Digital Sanborn Maps (Black & White): Louisiana, 1867-1970 - Big Ten Academic Alliance Geoportal",7,3,00:00:14,3,33.33%,42.86%,$0.00
/catalog/a4sr-x5f7,"Bike Lanes: Baltimore, Maryland - Big Ten Academic Alliance Geoportal",7,3,00:00:12,2,0.00%,42.86%,$0.00
/catalog/a720f45ace884226a55065042264e0d1_3,"Evansville City Limits: Vanderburgh County, Indiana, United States - Big Ten Academic Alliance Geoportal",7,7,00:00:00,7,100.00%,100.00%,$0.00
/catalog/bf9406807181401e8e017e328418bab6_26,"Contour 2ft: City of Baltimore, Maryland - Big Ten Academic Alliance Geoportal",7,4,00:06:05,3,0.00%,28.57%,$0.00
/catalog/e53d0975504a4695b5a3051b463154d3,"Aerial Imagery: DuPage County, Illinois, 1956 - Big Ten Academic Alliance Geoportal",7,7,00:10:18,7,71.43%,85.71%,$0.00
/catalog/e92ab309-045d-4f73-8eb5-e063b60d28d0,"47N 31W - Survey Map of Spurr Township, Baraga County, Page 1: Michigan - Big Ten Academic Alliance Geoportal",7,5,00:00:34,5,40.00%,57.14%,$0.00
/catalog/fb42ee6a-cdd2-4c67-a94a-780a6dbb1959,"General highway and transportation map, Miami County, Indiana - Big Ten Academic Alliance Geoportal",7,7,00:00:00,7,100.00%,100.00%,$0.00
/catalog/p16022coll231:25,"Geologic Map of Pigeon Point, Minnesota - Big Ten Academic Alliance Geoportal",7,4,00:00:46,0,0.00%,28.57%,$0.00
/catalog/VAC3073-M-00794,1929 road map Indiana - Big Ten Academic Alliance Geoportal,7,6,00:00:39,0,0.00%,0.00%,$0.00
/catalog/VAC3073-M-00961,"Bloomington map, downtown Bloomington & Indiana University. - Big Ten Academic Alliance Geoportal",7,6,00:00:54,6,83.33%,85.71%,$0.00
/catalog/037a1812-141a-4856-8e37-bbcde1c72b4f,"Address Points: Prince George's County, Maryland - Big Ten Academic Alliance Geoportal",6,4,00:00:17,0,0.00%,0.00%,$0.00
/catalog/039ca546-bca6-40eb-87a5-2d332f62eac3,"Map of Eureka Township: Township 113 N; Range 20 W of the 5th PM.; Page 27: Atlas and farm directory with complete survey in township plats, Dakota County, Minnesota, 1916 - Big Ten Academic Alliance Geoportal",6,5,00:13:54,5,60.00%,83.33%,$0.00
/catalog/0455d309-e4e9-473e-8c3f-b42a6a2e16fc,"Racial Covenants: Hennepin County, Minnesota - Big Ten Academic Alliance Geoportal",6,4,00:00:38,2,50.00%,50.00%,$0.00
/catalog/05b-27111,Otter Tail County GIS Data Downloads - Big Ten Academic Alliance Geoportal,6,2,00:00:08,1,0.00%,0.00%,$0.00
/catalog/09d-02,"Purdue Campus Maps: West Lafayette, Indiana, 1890-2014 - Big Ten Academic Alliance Geoportal",6,3,00:00:25,1,0.00%,16.67%,$0.00
/catalog/10b-55003,"Ashland County, WI GIS Open Data Portal - Big Ten Academic Alliance Geoportal",6,2,00:00:12,0,0.00%,0.00%,$0.00
/catalog/11f-01,Athens Conservancy GIS Center - Big Ten Academic Alliance Geoportal,6,4,00:00:18,0,0.00%,0.00%,$0.00
/catalog/16d2511f56e54b51a2791618905a0626,Digital Orthophoto Quads - Color Infrared DOQs: State of Maryland - Big Ten Academic Alliance Geoportal,6,4,00:01:53,2,100.00%,66.67%,$0.00
/catalog/55e151271cd542138215dd840ef3af04_0,"Contours: Montgomenry County, Pennsylvania - Big Ten Academic Alliance Geoportal",6,3,00:00:36,2,50.00%,50.00%,$0.00
/catalog/57f0f116-b64e-4773-8684-96ba09afb549,"A new & accurate map of Asia: drawn from actual surveys, and otherwise collected from journals; assisted by the most approved modern maps & charts. the whole being regulated by astron. observations - Big Ten Academic Alliance Geoportal",6,2,00:07:32,1,0.00%,16.67%,$0.00
/catalog/660f51d8a4b14cadad53400779da1a78,"Developed Land within the Floodplain by County: State of Indiana, 2010 - Big Ten Academic Alliance Geoportal",6,2,00:00:12,0,0.00%,0.00%,$0.00
/catalog/6c70d3b0b8b544a0b22c919aa649458a_10,Michigan Great Lakes Grids: Michigan - Big Ten Academic Alliance Geoportal,6,5,00:01:37,5,60.00%,66.67%,$0.00
/catalog/77010abe7558425997b4fcdab02e2b64_1,MDOT SHA Annual Average Daily Traffic Segments: Maryland - Big Ten Academic Alliance Geoportal,6,6,00:00:00,6,66.67%,100.00%,$0.00
/catalog/999-0004,SimplyAnalytics - Big Ten Academic Alliance Geoportal,6,3,00:00:15,0,0.00%,16.67%,$0.00
/catalog/999-0010-ohio,Fire Insurance Maps Online (FIMo): Ohio - Big Ten Academic Alliance Geoportal,6,4,00:00:30,1,0.00%,0.00%,$0.00
/catalog/999-0010-texas,Fire Insurance Maps Online (FIMo): Texas - Big Ten Academic Alliance Geoportal,6,5,00:00:20,0,0.00%,0.00%,$0.00
/catalog/999-0011-kansas,"Digital Sanborn Maps (Black & White): Kansas, 1867-1970 - Big Ten Academic Alliance Geoportal",6,3,00:00:18,3,33.33%,33.33%,$0.00
